Time,RPM,Temperature,PH
11:32:49,720,20.0,5
11:32:50,690,20.0,5
11:32:51,690,20.0,5
11:32:52,690,20.0,5
11:32:53,690,20.0,5
11:32:54,690,20.0,5
11:32:55,720,20.0,5
11:32:56,690,20.0,5
11:32:57,690,20.0,5
11:32:58,690,20.0,5
11:32:59,690,20.0,5
11:33:0,690,20.0,5
11:33:1,720,20.0,5
11:33:2,660,20.0,5
11:33:3,690,20.0,5
11:33:4,690,20.0,5
11:33:5,720,20.0,5
11:33:6,690,20.0,5
11:33:7,690,20.0,5
11:33:8,720,20.0,5
11:33:10,690,20.0,5
11:33:11,660,20.0,5
11:33:12,690,20.0,5
11:33:13,690,20.0,5
11:33:14,690,20.0,5
11:33:15,690,20.0,5
11:33:16,720,20.0,5
11:33:17,690,20.0,5
11:33:18,690,20.0,5
11:33:19,690,20.0,5
11:33:20,690,20.0,5
11:33:21,1170,20.0,5
11:33:22,750,20.0,5
11:33:23,810,20.0,5
11:33:24,960,20.0,5
11:33:25,1080,20.0,5
11:33:27,1170,20.0,5
11:33:28,1200,20.0,5
11:33:29,1260,20.0,5
11:33:30,1290,20.0,5
11:33:31,1320,20.0,5
11:33:32,1380,20.0,5
11:33:33,1440,20.0,5
11:33:34,1440,20.0,5
11:33:35,1500,20.0,5
11:33:36,1440,20.0,5
11:33:37,1470,20.0,5
11:33:38,1500,20.0,5
11:33:39,1500,20.0,5
11:33:40,1500,20.0,5
11:33:41,1500,20.0,5
11:33:42,1500,20.0,5
11:33:43,1500,20.0,5
11:33:44,1500,20.0,5
11:33:45,1500,20.0,5
11:33:46,1500,20.0,5
11:33:47,1500,20.0,5
11:33:48,1500,20.0,5
11:33:49,1560,20.0,5
11:33:50,1500,20.0,5
11:33:51,1530,20.0,5
11:33:52,1530,20.0,5
11:33:53,1500,20.0,5
11:33:54,1530,20.0,5
11:33:55,1500,20.0,5
11:33:56,1500,20.0,5
11:33:57,1500,20.0,5
11:33:58,1500,20.0,5
11:33:59,1500,20.0,5
11:34:0,1500,20.0,5
11:34:1,1500,20.0,5
11:34:2,1500,20.0,5
11:34:3,1500,20.0,5
11:34:4,1500,20.0,5
11:34:5,1500,20.0,5
11:34:6,1500,20.0,5
11:34:7,1500,20.0,5
11:34:8,1500,20.0,5
11:34:9,1500,20.0,5
11:34:10,1500,20.0,5
11:34:11,1500,20.0,5
11:34:12,1470,20.0,5
11:34:13,1500,20.0,5
11:34:14,1500,20.0,5
11:34:16,2430,20.0,5
11:34:17,1440,20.0,5
11:34:18,1380,20.0,5
11:34:19,1380,20.0,5
11:34:20,1320,20.0,5
11:34:21,1260,20.0,5
11:34:22,1230,20.0,5
11:34:23,1230,20.0,5
11:34:24,1140,20.0,5
11:34:25,1080,20.0,5
11:34:26,1050,20.0,5
11:34:27,1080,20.0,5
11:34:28,1080,20.0,5
11:34:29,1110,20.0,5
11:34:30,1080,20.0,5
11:34:31,1080,20.0,5
11:34:32,1110,20.0,5
11:34:33,1110,20.0,5
11:34:34,1110,20.0,5
11:34:35,1080,20.0,5
11:34:36,1110,20.0,5
11:34:37,1110,20.0,5
11:34:38,1140,20.0,5
11:34:39,1110,20.0,5
11:34:40,1110,20.0,5
11:34:41,1110,20.0,5
11:34:42,1110,20.0,5
11:34:43,1140,20.0,5
11:34:44,1140,20.0,5
11:34:45,1140,20.0,5
11:34:46,1140,20.0,5
11:34:47,1110,20.0,5
11:34:48,1080,20.0,5
11:34:49,1110,20.0,5
11:34:50,1110,20.0,5
11:34:51,1140,20.0,5
11:34:52,1110,20.0,5
11:34:53,1080,20.0,5
11:34:54,1110,20.0,5
11:34:56,1110,20.0,5
11:34:57,1110,20.0,5
11:34:58,1110,20.0,5
11:34:59,1110,20.0,5
11:35:0,1140,20.0,5
11:35:1,1110,20.0,5
11:35:2,1080,20.0,5
11:35:3,1110,20.0,5
11:35:4,1110,20.0,5
11:35:5,1110,20.0,5
11:35:6,1110,20.0,5
11:35:7,1110,20.0,5
11:35:8,1110,20.0,5
11:35:9,1110,20.0,5
11:35:10,1110,20.0,5
11:35:11,1140,20.0,5
11:35:12,1080,20.0,5
11:35:21,600,20.0,5
11:35:22,870,20.0,5
11:35:23,780,20.0,5
11:35:24,660,20.0,5
11:35:25,510,20.0,5
11:35:26,400,20.0,5
11:35:27,400,20.0,5
11:35:28,400,20.0,5
11:35:29,400,20.0,5
11:35:30,400,20.0,5
11:35:31,400,20.0,5
11:35:32,400,20.0,5
11:35:33,400,20.0,5
11:35:34,400,20.0,5
11:35:35,400,20.0,5
11:35:36,400,20.0,5
11:35:37,400,20.0,5
11:35:39,400,20.0,5
11:35:40,400,20.0,5
11:35:41,400,20.0,5
11:35:42,400,20.0,5
11:35:43,400,20.0,5
11:35:44,400,20.0,5
11:35:45,400,20.0,5
11:35:46,400,20.0,5
11:35:47,400,20.0,5
11:35:48,400,20.0,5
11:35:49,400,20.0,5
11:35:50,400,20.0,5
11:35:51,400,20.0,5
11:35:52,400,20.0,5
11:35:53,400,20.0,5
11:35:54,400,20.0,5
